Row_ID,Player_Name,Team,Season,Venue,Pitch_Type,Match_Result,Batting_Position,Batting_Style,Runs_Scored,Balls_Faced,Strike_Rate,Fours_Hit,Sixes_Hit,Dot_Balls,Boundary_Runs,Boundary_Pct,PP_Runs,Middle_Runs,Death_Runs,PP_Strike_Rate,Middle_SR,Death_SR,Consistency_Index,Impact_Score,Performance_Tier,Aggression_Index
894,Andre Russell,CSK,2021,"Eden Gardens, Kolkata",High-Scoring,Won,Finisher/Tail,Aggressive,33,18,183.33,3,0,4,12,36.36,8,9,16,129.42,161.19,212.68,0.237,0.742,Good,0.3056
895,MS Dhoni,DC,2020,"Brabourne Stadium, Mumbai",Seaming,Lost,Opener,Anchor,18,16,112.5,2,1,5,14,77.78,7,5,6,114.24,131.67,123.35,0.691,0.5,Average,0.2812
896,Virat Kohli,RCB,2020,"M. Chinnaswamy, Bangalore",High-Scoring,Won,Opener,Finisher,22,12,183.33,1,2,3,16,72.73,10,8,4,147.55,136.26,206.92,0.215,0.758,Average,0.7639
897,Anrich Nortje,SRH,2024,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Lower Middle (6-7),Anchor,19,16,118.75,2,1,3,14,73.68,6,6,7,100.38,124.08,169.82,0.572,0.522,Average,0.2969
898,Devdutt Padikkal,GT,2023,"Punjab Cricket Assoc, Mohali",Slow/Low,Won,Finisher/Tail,Power Hitter,39,21,185.71,2,1,5,14,35.9,15,14,10,152.37,189.93,188.2,0.598,0.803,Good,0.3537
899,Wriddhiman Saha,SRH,2024,"Brabourne Stadium, Mumbai",Seaming,Won,Top Order (3),Finisher,24,15,160.0,1,2,3,16,66.67,9,10,5,121.36,155.99,211.55,0.502,0.696,Average,0.5333
900,Faf du Plessis,KKR,2020,"Eden Gardens, Kolkata",Seaming,Won,Lower Middle (6-7),All-Round,48,34,141.18,1,3,13,22,45.83,23,18,7,118.14,150.44,110.88,0.366,0.786,Good,0.2907
901,Manish Pandey,RCB,2024,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Won,Top Order (3),Power Hitter,38,22,172.73,3,1,8,18,47.37,8,13,17,172.66,168.99,189.71,0.735,0.78,Good,0.3926
902,Tim David,RCB,2023,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Lower Middle (6-7),Power Hitter,52,26,200.0,5,2,4,32,61.54,12,24,16,136.97,178.63,201.31,0.523,1.008,Elite,0.6923
903,Jos Buttler,RCB,2018,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Lower Middle (6-7),Aggressive,49,25,196.0,1,1,8,10,20.41,20,17,12,136.98,140.66,177.97,0.609,0.854,Good,0.2352
904,Prithvi Shaw,KKR,2020,"Arun Jaitley, Delhi",High-Scoring,Won,Opener,Finisher,15,8,187.5,1,3,2,22,146.67,6,6,3,130.09,124.2,185.47,0.563,0.792,Average,1.6406
905,Ambati Rayudu,RR,2024,"Sawai Mansingh, Jaipur",Spin-Friendly,Won,Middle Order (4-5),All-Round,37,27,137.04,2,3,6,26,70.27,10,11,16,135.21,133.24,142.63,0.653,0.749,Good,0.406
906,Rohit Sharma,GT,2023,"Sawai Mansingh, Jaipur",Slow/Low,Lost,Middle Order (4-5),Power Hitter,44,24,183.33,2,2,6,20,45.45,15,18,11,149.16,163.58,188.01,0.1,0.866,Good,0.4583
907,Liam Livingstone,RR,2022,"Punjab Cricket Assoc, Mohali",High-Scoring,Lost,Opener,Finisher,26,19,136.84,0,2,4,12,46.15,8,11,7,134.42,132.01,183.64,0.757,0.615,Average,0.2881
908,Ishan Kishan,PBKS,2022,"Brabourne Stadium, Mumbai",Seaming,Won,Middle Order (4-5),Power Hitter,2,1,200.0,3,0,0,12,600.0,0,0,2,173.59,189.05,199.86,0.469,0.668,Below Average,6.0
909,Rishabh Pant,DC,2024,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Finisher/Tail,Finisher,10,6,166.67,2,1,0,14,140.0,2,4,4,158.53,167.86,208.74,0.1,0.63,Below Average,1.1111
910,KL Rahul,LSG,2018,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Top Order (3),Power Hitter,31,22,140.91,3,3,6,30,96.77,9,12,10,148.04,178.1,218.11,0.339,0.757,Good,0.5764
911,Priyam Garg,DC,2021,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Lost,Opener,Aggressive,53,36,147.22,4,1,10,22,41.51,16,18,19,157.38,162.77,232.03,0.395,0.784,Elite,0.2454
912,David Warner,KKR,2019,"Punjab Cricket Assoc, Mohali",Seaming,Lost,Middle Order (4-5),Aggressive,71,33,215.15,3,2,7,24,33.8,15,22,34,142.98,138.9,182.48,0.819,1.089,Elite,0.4564
913,KL Rahul,PBKS,2020,"Narendra Modi Stadium, Ahmedabad",High-Scoring,Won,Finisher/Tail,Aggressive,24,15,160.0,0,2,4,12,50.0,5,8,11,144.96,167.53,183.42,0.607,0.676,Average,0.4267
914,Devdutt Padikkal,KKR,2019,"Sawai Mansingh, Jaipur",Spin-Friendly,Lost,Lower Middle (6-7),Finisher,24,13,184.62,2,2,5,20,83.33,10,10,4,148.6,127.37,204.35,0.574,0.79,Average,0.8521
915,Ishan Kishan,MI,2021,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Opener,All-Round,29,20,145.0,2,2,5,20,68.97,6,10,13,143.31,124.13,164.08,0.584,0.691,Average,0.435
916,Quinton de Kock,SRH,2023,"M. Chinnaswamy, Bangalore",Seaming,Won,Finisher/Tail,All-Round,35,29,120.69,1,2,12,16,45.71,14,13,8,128.46,137.89,150.75,0.301,0.622,Good,0.2081
917,Yashasvi Jaiswal,RR,2019,"Eden Gardens, Kolkata",Seaming,Lost,Opener,Finisher,33,23,143.48,1,3,3,22,66.67,16,13,4,116.65,162.27,172.21,1.0,0.732,Good,0.4367
918,AB de Villiers,CSK,2023,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Lower Middle (6-7),Finisher,19,12,158.33,1,2,4,16,84.21,5,8,6,135.81,149.66,189.99,0.551,0.671,Average,0.6597
919,Ambati Rayudu,MI,2020,"Arun Jaitley, Delhi",Slow/Low,Lost,Middle Order (4-5),Power Hitter,32,20,160.0,4,4,2,40,125.0,12,10,10,138.67,152.73,191.18,0.632,0.888,Good,0.96
920,Devdutt Padikkal,SRH,2021,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Won,Middle Order (4-5),Aggressive,33,19,173.68,1,3,4,22,66.67,14,10,9,145.55,160.36,168.99,0.496,0.823,Good,0.6399
921,Suryakumar Yadav,GT,2023,"Wankhede Stadium, Mumbai",Slow/Low,Won,Opener,Power Hitter,25,17,147.06,2,3,2,26,104.0,7,10,8,172.15,192.36,194.93,0.625,0.731,Average,0.692
922,Shubman Gill,LSG,2022,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Middle Order (4-5),Anchor,22,16,137.5,2,0,4,8,36.36,7,7,8,116.59,129.76,135.64,0.342,0.54,Average,0.1719
923,Ishan Kishan,LSG,2018,"Wankhede Stadium, Mumbai",High-Scoring,Won,Opener,Anchor,19,13,146.15,2,0,3,8,42.11,8,7,4,113.05,149.66,128.09,0.527,0.554,Average,0.2248
924,Quinton de Kock,MI,2024,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Won,Opener,Finisher,15,12,125.0,0,2,3,12,80.0,3,6,6,153.5,155.95,192.32,0.231,0.535,Average,0.4167
925,Ambati Rayudu,MI,2022,"M. Chinnaswamy, Bangalore",Flat/Batting,Lost,Finisher/Tail,Aggressive,0,1,0.0,1,2,0,16,1600.0,0,0,0,167.81,166.0,187.32,0.701,0.12,Below Average,0.0
926,Virat Kohli,DC,2019,"Eden Gardens, Kolkata",Seaming,Lost,Lower Middle (6-7),Finisher,26,17,152.94,3,1,5,18,69.23,9,8,9,142.39,180.15,146.95,0.442,0.673,Average,0.4498
927,Marcus Stoinis,LSG,2021,"Wankhede Stadium, Mumbai",Slow/Low,Lost,Top Order (3),Power Hitter,36,20,180.0,3,2,4,24,66.67,17,13,6,173.48,170.27,174.14,0.718,0.844,Good,0.63
928,Virat Kohli,PBKS,2020,"Sawai Mansingh, Jaipur",High-Scoring,Won,Lower Middle (6-7),Anchor,34,21,161.9,1,1,6,10,29.41,16,10,8,110.36,134.65,96.56,0.513,0.692,Good,0.2313
929,Rishabh Pant,KKR,2019,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Finisher/Tail,All-Round,22,17,129.41,3,2,5,24,109.09,5,6,11,127.28,139.71,158.74,0.354,0.636,Average,0.5329
930,Tristan Stubbs,DC,2023,"Arun Jaitley, Delhi",Spin-Friendly,Won,Middle Order (4-5),All-Round,200,31,145.16,3,0,9,12,26.67,12,17,16,98.88,128.99,169.15,0.432,0.675,Elite,0.1405
931,Prithvi Shaw,RR,2020,"Narendra Modi Stadium, Ahmedabad",Seaming,Lost,Lower Middle (6-7),Power Hitter,10,6,166.67,2,2,2,20,200.0,4,4,2,170.62,157.02,173.35,0.351,0.68,Below Average,1.6667
932,Jos Buttler,PBKS,2019,"Wankhede Stadium, Mumbai",Spin-Friendly,Won,Lower Middle (6-7),Aggressive,59,40,147.5,1,1,10,10,16.95,26,27,6,131.58,170.28,171.22,0.522,0.748,Elite,0.1106
933,Rishabh Pant,LSG,2023,"Punjab Cricket Assoc, Mohali",Slow/Low,Lost,Top Order (3),All-Round,39,30,130.0,2,2,8,20,51.28,8,19,12,118.43,146.34,199.78,0.659,0.686,Good,0.26
934,Glenn Maxwell,LSG,2020,"Brabourne Stadium, Mumbai",Spin-Friendly,Won,Finisher/Tail,Finisher,27,16,168.75,0,2,4,12,44.44,10,13,4,145.2,150.33,179.42,0.329,0.714,Average,0.4219
935,Rilee Rossouw,DC,2019,"Arun Jaitley, Delhi",Spin-Friendly,Won,Lower Middle (6-7),All-Round,25,15,166.67,3,1,6,18,72.0,5,11,9,103.79,149.66,192.95,0.558,0.71,Average,0.5556
936,Ruturaj Gaikwad,MI,2019,"Eden Gardens, Kolkata",High-Scoring,Lost,Top Order (3),Finisher,19,14,135.71,2,2,2,20,105.26,4,6,9,143.34,138.21,203.29,0.715,0.623,Average,0.5816
937,Prithvi Shaw,KKR,2019,"MA Chidambaram, Chennai",Seaming,Lost,Opener,Finisher,17,11,154.55,1,1,2,10,58.82,6,7,4,135.45,169.02,185.65,0.349,0.602,Average,0.4215
938,Yashasvi Jaiswal,KKR,2019,"Eden Gardens, Kolkata",Spin-Friendly,Lost,Finisher/Tail,Aggressive,34,18,188.89,1,3,8,22,64.71,13,14,7,147.28,174.52,169.64,0.693,0.873,Good,0.7346
939,Nicholas Pooran,SRH,2022,"MA Chidambaram, Chennai",High-Scoring,Lost,Finisher/Tail,Power Hitter,34,19,178.95,4,2,4,28,82.35,12,11,11,156.23,146.22,218.74,0.558,0.853,Good,0.7535
940,Heinrich Klaasen,RCB,2021,"Wankhede Stadium, Mumbai",Seaming,Won,Top Order (3),Anchor,21,19,110.53,2,1,7,14,66.67,5,7,9,117.85,109.16,139.2,0.572,0.506,Average,0.2327
941,AB de Villiers,DC,2019,"Punjab Cricket Assoc, Mohali",Slow/Low,Lost,Opener,Power Hitter,29,15,193.33,1,0,3,4,13.79,10,11,8,181.82,169.11,162.16,0.128,0.716,Average,0.1289
942,David Warner,GT,2023,"MA Chidambaram, Chennai",Spin-Friendly,Lost,Top Order (3),Anchor,20,17,117.65,3,1,6,18,90.0,9,9,2,94.65,105.59,143.08,0.675,0.543,Average,0.346
943,MS Dhoni,SRH,2024,"Arun Jaitley, Delhi",Slow/Low,Lost,Opener,Anchor,32,30,106.67,3,1,9,18,56.25,9,15,8,96.24,143.84,148.02,0.462,0.558,Good,0.1778
944,Nicholas Pooran,SRH,2019,"Sawai Mansingh, Jaipur",Seaming,Won,Opener,Anchor,27,22,122.73,1,0,9,4,14.81,11,12,4,130.73,111.87,171.49,0.388,0.496,Average,0.0558
945,Rohit Sharma,GT,2023,"MA Chidambaram, Chennai",Slow/Low,Lost,Opener,Finisher,9,7,128.57,1,1,2,10,111.11,2,3,4,143.16,149.43,142.73,0.373,0.492,Below Average,0.551
946,Virat Kohli,RR,2021,"M. Chinnaswamy, Bangalore",Slow/Low,Won,Lower Middle (6-7),Power Hitter,14,6,233.33,3,3,0,30,214.29,5,6,3,124.82,161.42,207.72,0.666,0.966,Below Average,3.5
947,Suryakumar Yadav,CSK,2018,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Opener,All-Round,20,15,133.33,2,1,6,14,70.0,5,9,6,112.63,125.29,175.07,0.716,0.57,Average,0.3555
948,Virat Kohli,SRH,2022,"Arun Jaitley, Delhi",High-Scoring,Won,Top Order (3),Finisher,32,25,128.0,1,3,7,22,68.75,12,10,10,128.78,181.92,209.15,0.659,0.682,Good,0.3584
949,Tim David,RCB,2019,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Opener,Finisher,38,24,158.33,2,3,7,26,68.42,18,12,8,135.67,129.43,176.59,0.698,0.817,Good,0.5278
950,Rohit Sharma,DC,2020,"Eden Gardens, Kolkata",Seaming,Lost,Finisher/Tail,Finisher,33,19,173.68,1,0,4,4,12.12,8,11,14,148.78,184.79,180.72,0.511,0.673,Good,0.0914
951,David Warner,RCB,2020,"Brabourne Stadium, Mumbai",Flat/Batting,Won,Top Order (3),Aggressive,30,18,166.67,2,2,5,20,66.67,13,13,4,147.15,133.42,196.74,0.429,0.76,Good,0.5556
952,Quinton de Kock,DC,2020,"Wankhede Stadium, Mumbai",Slow/Low,Lost,Top Order (3),Anchor,14,13,107.69,2,0,3,8,57.14,3,5,6,110.1,123.58,155.71,0.871,0.419,Below Average,0.1657
953,Shreyas Iyer,RCB,2023,"Sawai Mansingh, Jaipur",Seaming,Won,Middle Order (4-5),Finisher,5,3,166.67,1,2,0,16,320.0,1,1,3,134.21,169.82,187.43,0.715,0.64,Below Average,2.7778
954,Rishabh Pant,MI,2019,"Punjab Cricket Assoc, Mohali",High-Scoring,Won,Lower Middle (6-7),Power Hitter,20,12,166.67,1,3,2,22,110.0,6,8,6,158.9,195.5,209.78,0.582,0.75,Average,0.9722
955,Chris Gayle,LSG,2018,"Punjab Cricket Assoc, Mohali",Spin-Friendly,Lost,Middle Order (4-5),Power Hitter,11,7,157.14,3,5,1,42,381.82,3,4,4,137.71,170.3,229.78,0.671,0.825,Below Average,2.9183
956,Tilak Varma,RCB,2020,"Arun Jaitley, Delhi",High-Scoring,Lost,Finisher/Tail,All-Round,34,25,136.0,2,3,8,26,76.47,7,16,11,92.66,127.9,141.54,0.452,0.734,Good,0.4352
957,Rohit Sharma,RCB,2020,"Arun Jaitley, Delhi",Flat/Batting,Won,Lower Middle (6-7),All-Round,37,27,137.04,2,3,7,26,70.27,13,11,13,152.16,133.78,161.17,0.63,0.749,Good,0.406
958,Heinrich Klaasen,RR,2023,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Lost,Finisher/Tail,Power Hitter,31,19,163.16,1,6,4,40,129.03,8,12,11,150.61,170.09,207.26,0.1,0.933,Good,1.1164
959,Liam Livingstone,MI,2018,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Lost,Finisher/Tail,Anchor,29,28,103.57,2,0,8,8,27.59,8,9,12,103.9,149.66,101.34,0.733,0.467,Average,0.074
960,Rilee Rossouw,LSG,2024,"M. Chinnaswamy, Bangalore",Spin-Friendly,Lost,Finisher/Tail,Anchor,12,10,120.0,3,0,3,12,100.0,5,4,3,90.46,117.75,103.35,0.479,0.468,Below Average,0.36
961,Andre Russell,RR,2021,"Wankhede Stadium, Mumbai",Spin-Friendly,Won,Top Order (3),All-Round,30,24,125.0,2,0,8,8,26.67,9,10,11,140.04,145.54,182.94,0.281,0.535,Good,0.1042
962,David Warner,KKR,2024,"Arun Jaitley, Delhi",Flat/Batting,Lost,Finisher/Tail,Anchor,25,20,125.0,2,0,8,8,32.0,8,11,6,92.53,112.3,173.4,0.714,0.515,Average,0.125
963,Tilak Varma,PBKS,2024,"Eden Gardens, Kolkata",Slow/Low,Won,Top Order (3),All-Round,38,26,146.15,2,1,8,14,36.84,14,16,8,132.44,116.71,163.18,0.683,0.68,Good,0.2248
964,MS Dhoni,GT,2018,"Arun Jaitley, Delhi",Slow/Low,Won,Finisher/Tail,All-Round,38,29,131.03,6,0,7,24,63.16,18,17,3,127.7,169.75,141.98,0.502,0.665,Good,0.2711
965,Rohit Sharma,GT,2018,"Narendra Modi Stadium, Ahmedabad",Spin-Friendly,Lost,Lower Middle (6-7),Power Hitter,40,23,173.91,2,3,6,26,65.0,14,18,8,170.26,176.38,202.08,0.638,0.872,Good,0.6049
966,MS Dhoni,RCB,2021,"Sawai Mansingh, Jaipur",Flat/Batting,Lost,Middle Order (4-5),Finisher,22,14,157.14,3,3,2,30,136.36,4,8,10,134.84,161.04,191.64,0.53,0.769,Average,1.0102
967,Priyam Garg,CSK,2023,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Won,Opener,Finisher,0,1,0.0,3,0,0,12,1200.0,0,0,0,147.32,124.08,186.86,0.779,0.06,Below Average,0.0
968,Dinesh Karthik,PBKS,2021,"MA Chidambaram, Chennai",Flat/Batting,Lost,Middle Order (4-5),Aggressive,51,35,145.71,3,1,7,18,35.29,14,22,15,130.59,143.44,154.2,0.576,0.751,Elite,0.2082
969,Faf du Plessis,RCB,2024,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Won,Finisher/Tail,All-Round,46,34,135.29,1,2,15,16,34.78,22,22,2,114.51,130.82,169.01,0.842,0.71,Good,0.199
970,Heinrich Klaasen,RR,2021,"MA Chidambaram, Chennai",Flat/Batting,Won,Opener,All-Round,22,19,115.79,3,2,6,24,109.09,9,8,5,132.12,126.47,159.68,0.307,0.595,Average,0.4266
971,MS Dhoni,SRH,2022,"MA Chidambaram, Chennai",Spin-Friendly,Lost,Opener,Finisher,30,20,150.0,1,2,6,16,53.33,6,9,15,152.92,163.87,175.12,0.687,0.69,Good,0.375
972,Andre Russell,MI,2019,"M. Chinnaswamy, Bangalore",Flat/Batting,Won,Lower Middle (6-7),Power Hitter,30,18,166.67,2,3,5,26,86.67,6,13,11,149.29,166.14,237.18,0.719,0.81,Good,0.7408
973,Priyam Garg,GT,2022,"Sawai Mansingh, Jaipur",Flat/Batting,Won,Finisher/Tail,Anchor,18,14,128.57,2,1,5,14,77.78,5,8,5,125.84,135.63,142.67,0.572,0.548,Average,0.3673
974,Jos Buttler,PBKS,2020,"MA Chidambaram, Chennai",Slow/Low,Lost,Opener,Power Hitter,29,17,170.59,2,2,3,20,68.97,8,10,11,141.6,169.39,199.86,0.501,0.768,Average,0.6021
975,MS Dhoni,CSK,2020,"MA Chidambaram, Chennai",High-Scoring,Won,Finisher/Tail,Anchor,0,1,0.0,3,1,0,18,1800.0,0,0,0,93.34,148.31,118.7,0.593,0.11,Below Average,0.0
976,Glenn Maxwell,RCB,2023,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Finisher/Tail,Finisher,6,3,200.0,2,2,1,20,333.33,2,2,2,140.99,147.16,166.91,0.696,0.764,Below Average,4.0
977,Ambati Rayudu,RCB,2021,"Brabourne Stadium, Mumbai",Seaming,Won,Middle Order (4-5),Finisher,14,7,200.0,3,0,2,12,85.71,6,6,2,170.41,170.56,172.74,0.583,0.716,Below Average,0.8571
978,Rilee Rossouw,RR,2023,"Brabourne Stadium, Mumbai",Seaming,Lost,Lower Middle (6-7),Power Hitter,6,3,200.0,3,3,1,30,500.0,2,2,2,143.18,164.01,235.71,0.523,0.834,Below Average,6.0
979,Hardik Pandya,RR,2022,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Top Order (3),All-Round,32,23,139.13,2,3,6,26,81.25,8,10,14,107.29,131.24,118.67,0.433,0.735,Good,0.4839
980,Andre Russell,CSK,2020,"MA Chidambaram, Chennai",Seaming,Lost,Finisher/Tail,Anchor,16,12,133.33,1,1,5,10,62.5,5,7,4,110.12,97.13,135.32,0.395,0.534,Average,0.3333
981,Manish Pandey,PBKS,2024,"MA Chidambaram, Chennai",High-Scoring,Lost,Opener,All-Round,39,21,185.71,3,0,6,12,30.77,8,16,15,126.04,141.68,133.85,0.38,0.773,Good,0.2653
982,Faf du Plessis,CSK,2019,"Eden Gardens, Kolkata",High-Scoring,Lost,Top Order (3),All-Round,39,32,121.88,3,0,14,12,30.77,15,19,5,112.59,134.65,165.31,0.448,0.582,Good,0.1143
983,Ambati Rayudu,SRH,2022,"MA Chidambaram, Chennai",Seaming,Lost,Lower Middle (6-7),Anchor,29,22,131.82,3,1,8,18,62.07,13,9,7,105.8,155.24,157.0,0.384,0.621,Average,0.2996
984,Tim David,LSG,2019,"Rajiv Gandhi Intl, Hyderabad",Slow/Low,Lost,Lower Middle (6-7),Power Hitter,26,15,173.33,2,1,3,14,53.85,9,11,6,117.43,190.25,219.59,0.485,0.714,Average,0.4622
985,Rohit Sharma,LSG,2023,"M. Chinnaswamy, Bangalore",Flat/Batting,Lost,Lower Middle (6-7),Finisher,30,22,136.36,1,3,6,22,73.33,6,9,15,111.45,154.05,176.68,0.766,0.699,Good,0.4339
986,Devdutt Padikkal,RCB,2022,"Eden Gardens, Kolkata",High-Scoring,Lost,Finisher/Tail,Power Hitter,25,15,166.67,4,3,2,34,136.0,9,11,5,154.84,174.67,176.39,0.455,0.83,Average,1.1111
987,David Warner,SRH,2024,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Won,Finisher/Tail,Aggressive,35,22,159.09,5,2,7,32,91.43,13,16,6,144.14,160.2,183.73,0.378,0.817,Good,0.6508
988,Shreyas Iyer,SRH,2018,"Wankhede Stadium, Mumbai",Spin-Friendly,Lost,Middle Order (4-5),Anchor,34,28,121.43,1,1,8,10,29.41,15,12,7,112.73,119.28,143.02,0.582,0.57,Good,0.1301
989,Priyam Garg,LSG,2024,"Arun Jaitley, Delhi",Spin-Friendly,Won,Finisher/Tail,Aggressive,7,4,175.0,5,1,1,26,371.43,1,2,4,135.88,149.66,187.95,0.689,0.703,Below Average,3.0625
990,Rinku Singh,RR,2024,"Rajiv Gandhi Intl, Hyderabad",Seaming,Won,Opener,All-Round,15,11,136.36,2,2,3,20,133.33,6,6,3,109.37,130.64,148.06,1.0,0.609,Average,0.7438
991,Shubman Gill,DC,2020,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Opener,All-Round,23,13,176.92,1,0,3,4,17.39,5,8,10,111.51,125.71,181.87,0.77,0.643,Average,0.1361
992,Faf du Plessis,RCB,2023,"Arun Jaitley, Delhi",Spin-Friendly,Won,Lower Middle (6-7),Finisher,33,19,173.68,2,1,4,14,42.42,8,13,12,124.59,172.29,216.26,0.621,0.743,Good,0.3656
993,Tristan Stubbs,KKR,2020,"Sawai Mansingh, Jaipur",Seaming,Lost,Middle Order (4-5),Finisher,35,23,152.17,0,2,7,12,34.29,16,13,6,140.58,140.21,162.77,0.369,0.697,Good,0.2646
994,Marcus Stoinis,MI,2022,"Arun Jaitley, Delhi",Seaming,Lost,Middle Order (4-5),Anchor,29,27,107.41,1,0,9,4,13.79,10,9,10,126.71,122.03,168.83,0.79,0.458,Average,0.0398
995,Marcus Stoinis,RCB,2022,"MA Chidambaram, Chennai",Slow/Low,Lost,Top Order (3),Anchor,37,30,123.33,2,1,10,14,37.84,9,15,13,79.76,105.57,138.0,0.533,0.608,Good,0.1644
996,Aaron Finch,SRH,2021,"Sawai Mansingh, Jaipur",High-Scoring,Won,Finisher/Tail,Power Hitter,5,2,250.0,4,1,0,22,440.0,1,1,3,148.63,174.18,159.96,0.539,0.9,Below Average,7.5
997,Nicholas Pooran,RR,2021,"M. Chinnaswamy, Bangalore",Slow/Low,Lost,Finisher/Tail,Anchor,30,25,120.0,1,0,11,4,13.33,9,13,8,108.46,113.48,154.31,0.258,0.5,Good,0.048
998,Glenn Maxwell,GT,2020,"Sawai Mansingh, Jaipur",Slow/Low,Won,Top Order (3),Aggressive,13,6,216.67,1,0,2,4,30.77,4,4,5,145.04,117.84,178.65,0.631,0.722,Below Average,0.3611
999,Shreyas Iyer,SRH,2023,"Eden Gardens, Kolkata",Seaming,Won,Lower Middle (6-7),Aggressive,41,22,186.36,2,3,4,26,63.41,12,15,14,122.84,175.14,153.71,0.599,0.913,Good,0.6777
1000,Shubman Gill,RR,2019,"Narendra Modi Stadium, Ahmedabad",Seaming,Won,Finisher/Tail,Power Hitter,21,12,175.0,4,2,3,28,133.33,4,8,9,189.3,150.38,223.58,0.668,0.789,Average,1.1667
1001,KL Rahul,GT,2020,"Eden Gardens, Kolkata",Spin-Friendly,Won,Finisher/Tail,Finisher,16,8,200.0,0,1,1,6,37.5,6,5,5,145.68,152.2,168.66,0.62,0.714,Average,0.5
1002,Anrich Nortje,RR,2022,"Wankhede Stadium, Mumbai",Seaming,Won,Opener,All-Round,26,21,123.81,6,1,3,30,115.38,7,9,10,136.59,142.82,166.67,0.483,0.645,Average,0.4717
1003,Ishan Kishan,GT,2022,"Wankhede Stadium, Mumbai",High-Scoring,Lost,Middle Order (4-5),All-Round,26,19,136.84,2,2,6,20,76.92,12,8,6,131.7,145.49,176.39,0.602,0.655,Average,0.4321
1004,Heinrich Klaasen,RR,2024,"Rajiv Gandhi Intl, Hyderabad",High-Scoring,Lost,Middle Order (4-5),Aggressive,41,21,195.24,2,1,3,14,34.15,9,19,13,146.74,132.19,193.24,0.53,0.84,Good,0.3719
1005,Liam Livingstone,DC,2020,"MA Chidambaram, Chennai",High-Scoring,Lost,Top Order (3),Power Hitter,40,25,160.0,2,4,9,32,80.0,18,18,4,144.6,177.6,192.55,0.781,0.88,Good,0.64
1006,Tim David,RR,2019,"Eden Gardens, Kolkata",Slow/Low,Lost,Top Order (3),All-Round,3,2,150.0,3,2,0,24,800.0,1,1,1,142.17,133.72,184.7,0.421,0.622,Below Average,5.25
1007,Shreyas Iyer,CSK,2020,"Punjab Cricket Assoc, Mohali",Seaming,Lost,Top Order (3),Anchor,39,26,150.0,3,0,9,12,30.77,9,16,14,85.07,108.1,114.19,0.467,0.666,Good,0.1731
1008,Hardik Pandya,SRH,2024,"Rajiv Gandhi Intl, Hyderabad",Spin-Friendly,Won,Top Order (3),Anchor,27,21,128.57,1,1,7,10,37.04,11,8,8,96.18,123.39,177.27,0.61,0.564,Average,0.1837
1009,Ambati Rayudu,DC,2021,"MA Chidambaram, Chennai",Seaming,Won,Middle Order (4-5),Anchor,23,23,100.0,2,0,8,8,34.78,9,8,6,83.02,141.51,120.27,0.671,0.432,Average,0.087
1010,Manish Pandey,PBKS,2024,"Rajiv Gandhi Intl, Hyderabad",Flat/Batting,Lost,Opener,All-Round,13,7,185.71,3,2,1,24,184.62,4,6,3,136.98,151.72,160.02,0.442,0.769,Below Average,1.8571
1011,Shreyas Iyer,KKR,2024,"Arun Jaitley, Delhi",Flat/Batting,Lost,Middle Order (4-5),Finisher,31,20,155.0,0,1,3,6,19.35,7,14,10,131.85,171.54,181.81,0.455,0.639,Good,0.155
1012,Heinrich Klaasen,LSG,2018,"Eden Gardens, Kolkata",Spin-Friendly,Won,Middle Order (4-5),All-Round,41,33,124.24,3,1,12,18,43.9,13,14,14,99.63,134.11,182.93,0.459,0.647,Good,0.1882
1013,KL Rahul,PBKS,2020,"Brabourne Stadium, Mumbai",High-Scoring,Lost,Top Order (3),All-Round,22,14,157.14,4,1,5,22,100.0,8,9,5,108.05,145.82,117.01,0.45,0.689,Average,0.6735
1014,Marcus Stoinis,CSK,2023,"Eden Gardens, Kolkata",Seaming,Lost,Top Order (3),All-Round,38,29,131.03,4,2,8,28,73.68,8,15,15,121.46,129.68,182.2,0.931,0.725,Good,0.3615
